Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
TWILIGHT BLUE,Closeouts,,$188.19,$298.35,MIDNIGHT BLUE,APPROX 51 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Twilight Blue is a very nice premium full-grain leather at an excellent price. This hide, in particular, due to the irregular shape has been discounted an additional 10% from the original price, it is depicted in the photographs above and is the exact piece of leather you will receive.  Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k727_deep_twilight_blue_c1_1_1_1.jpg,,https://www.leatherhidestore.com/k727-deep-twilight-blue-2.html
SERENITY SKY,Closeouts,,$188.10,,CALMING SOFT BLUE,APPROX 57 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,LOW SHEEN,BUTTERY SOFT,EXCELLENT,"Soar to new heights with Serenity Sky! This leather is a soft blue that reminds you of a cloudless sky on a sunny day, perfect for taking flight. This gorgeous leather is very soft and exceptionally durable, making it ideal for both furniture and automotive applications. We have received quite a large quantity of this leather, so don't hesitate to inquire regarding those big projects! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k756_c1_4.jpg,,https://www.leatherhidestore.com/k756-serenity-sky-3.html
MIRACLE BLUE,Closeouts,,$258.30,$409.50,2 TONED COBALT BLUE,APPROX 63 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Miracle Blue is a very nice premium full-grain leather at a price that anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses, It's meant to be seen, admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k951_miracle_blue_c1_1.jpg,,https://www.leatherhidestore.com/k951-a-miracle-blue.html
BRIDLE TRAIL,Closeouts,,$136.00,$216.00,WARM BROWN,APPROX 32 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! This is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" No bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. This leathers patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. It is also tough - scratch the leather and simply rub the scratches out. A full-bodied weight combined with an extra supple feel make this piece ideal for upholstery and leather goods of all types. Made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/_/0_3_1_1_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32830/
STEEL GREY,Closeouts,,$351.50,$481.00,MACHINE GREY,APPROX 74 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! This is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" No bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. This leathers patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. It is also tough - scratch the leather and simply rub the scratches out. A full-bodied weight combined with an extra supple feel make this piece ideal for upholstery and leather goods of all types. Made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_56_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32760/
BLUE DAISY,Closeouts,,$205.00,$325.00,SOFT BLUE,APPROX 50 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Blue Daisy is a very nice leather with a very soft lush feel. The leather is great quality. We are proud to offer this beautiful premium full grain leather at an excellent price. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/6/k675_april_sky_c3_5.jpg,,https://www.leatherhidestore.com/k675-blue-daisy.html
TWILIGHT BLUE,Closeouts,,$246.00,$390.00,MIDNIGHT BLUE,APPROX 60 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Twilight Blue is a very nice premium full grain leather at an excellent price.  Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k727_deep_twilight_blue_c1_1_1.jpg,,https://www.leatherhidestore.com/k727-twilight-blue-1.html
DEEP ARCTIC NIGHT,Closeouts,,$161.25,$225.75,MIDNIGHT BLUE,APPROX. 43 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Soar to new heights with Deep Arctic Night. This aviation-rated leather is incredibly durable, making it ideal for automotive and aircraft applications. We are proud to offer this leather at a price anyone can afford and it is sure to compliment any project. Order a sample today and get yours while these hides last! Approx Weight 2.6 - 3.0 oz/ sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k802_deep_arctic_night_c1.jpg,,https://www.leatherhidestore.com/k802-deep-arctic-night.html
MOUNTAIN CEDAR,Closeouts,,$198.00,$297.00,DISTRESSED BROWN,Approx 44 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,DISTRESS,MEDIUM SHEEN,WAXY,PREMIUM FULL GRAIN,"Mountain Cedar is a beautiful distressed leather! Natural markings, the signature of fine leather, will be present. Approx Weight: 3.0 - 3.5 oz/sq.ft. Approx Thickness: 1.2-1.4mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_14_3.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32818/
BEACHWOOD,Closeouts,,$192.70,$305.50,SOFT TAUPE,APPROX 47 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Beachwood is a very nice, heavyweight, premium full-grain leather that is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on and most of all enjoyed. This is leather that will last for years to come and is available now at a price that anyone can afford. When you think of high-quality leather that takes centerstage, think of Beachwood! Order a sample today before these hides are gone. Approx Weight 3.0 - 3.5 oz / sq ft Approx Thickness 1.2 - 1.4 MM","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k845_morning_fog_c1_1_1.jpg,,https://www.leatherhidestore.com/k845-b%20beachwood.html
BEACHWOOD,Closeouts,,$254.20,$403.00,SOFT TAUPE,APPROX 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Beachwood is a very nice, heavyweight, premium full-grain leather that is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on and most of all enjoyed. This is leather that will last for years to come and is available now at a price that anyone can afford. When you think of high-quality leather that takes centerstage, think of Beachwood! Order a sample today before these hides are gone. Approx Weight 3.0 - 3.5 oz / sq ft Approx Thickness 1.2 - 1.4 MM","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k845_morning_fog_c1_1.jpg,,https://www.leatherhidestore.com/k845-a%20%20beachwood.html
